tune,english
manun,squirt
bezuv,squish
ralob,squishy
xuwed,stab
rasub,stabilization
viyas,stabilize
fuhuf,stable
boral,stack
rezex,stage
yizul,stagger
lihub,stain
lixag,stain (action)
folar,stair
yinok,stake (in something)
vozaf,stale
yured,stall
zevul,stammer
lixax,stamp
hohar,stampede
kovib,stand
nogig,standard
vayof,standing (social standing)
duyek,star
lehol,stare
mevov,stark
reguv,startle
yageb,starve
zuxun,starving
tuton,stash
galuv,state
keyuv,state (make statement)
lukik,static
xoxis,statically
satet,station
rolam,statistics
gabuv,statute
fafes,stay
hegog,steadfast
rasor,steady
kobug,steal
dekex,stealth
kanax,steam
fuhab,steep
vekal,steer
gexud,stem
hulul,stench
dayav,step
labos,step in time
zoxim,sterile
basom,stern
huxiv,sternly
rabun,stick
mobus,sticky
bekig,stiff
fekok,stiffen
genag,stifle
zonov,stifling
rohod,still
gogeb,stimulate
loyug,sting
nisor,stingily
xexem,stingy
pewat,stink
totef,stinky
modaf,stipulate
garak,stir
zosuz,stitch
gobuk,stochastic
xuxub,stock
xunaz,stock (store for later use)
yubog,stoke
nusib,stomp
lakaz,stone
temet,stoop
fahul,store
zobug,storm
xonuv,story
vofak,stout
mehas,stow
suron,straddle
kixus,straight
denom,straighten
disen,straightforward
fihif,strain
dihar,strange
karok,strangle
safan,strap
hiviv,stray
zayum,streak
navuz,streaked
kugan,streaking
savak,streamline
ledul,strength
zehug,strengthen
hofem,strenuous
memun,strenuously
fefin,stress
vukem,stress (physics)
lokez,stretch
zugas,stretch (action)
resid,strict
husis,stride
reyal,strife
wayar,strike
mokuv,strike (object)
yoran,string
zagun,strip
sohib,strip (remove everything)
fikov,strive
kadig,stroke
ferim,stroll
rayod,strong
demim,structural
xowas,structure
zihik,struggle
madin,struggle (object)
tetob,strum
labod,strut
sigex,stubborn
faref,stubbornly
gafiv,student
hebis,studies
yebax,study
golex,studying
honam,stuff
molas,stumble
forim,stump
leyax,stun
ribad,stunning
tesut,stunningly
dahur,stupid
nevoz,sturdy
rison,stutter
kamaz,style
bifaf,stylish
nofen,stylishly
kohax,subdue
xegus,subject
daxiz,subjective
siren,subjectiveness
nodas,subjectivized
gozib,subjectivizing
nefen,subliminal
zixas,submerge
foheb,submerse
kanug,submit
bamed,subsequent
rases,subside
yuzes,substance
sevag,substantial
huref,substantiate
lahor,substitute
kugis,substitutionary
dedem,substrate
kohag,succeed
rageg,success
zayaf,successor
lurob,succumb
raxox,suck
xugaf,suction
zovab,sudden
bisof,suffer
muzaz,suffering
boxaz,sufficient
fonaf,suffix (after thing)
venuv,sugar
savex,suggest
gixub,suggestion
kabuk,suggestions
zexed,suicide
lahes,suit
famod,suitable
dosar,sulk
nihis,sullen
reyen,sullenly
sowag,sum
nebuf,sum (object)
fufib,summarize
xuyun,summation
miyum,summon
huhon,sun
yuvef,sunder
yegon,sunny
xezed,super
dofuf,superficial
dubob,superficially
diyud,superior
rogax,supersede
fubod,supersymmetric
yabuz,supervise
gubez,supplement
vuluv,supplement (noun)
zibiz,supplicate
sadim,supply
kuyed,supply (object)
vizol,support
zumaz,suppose
kofav,supposition
xebex,supreme
webox,sure
fizuz,surely
zurix,surety
harud,surface
yehig,surge
zeyoz,surmise
xunov,surprise
fulab,surprise (object)
fimam,surprised
tutab,surrender
zirag,surround
rokak,survey
bufor,survive
sorob,susceptible
roxiv,suspect
ravak,suspend
nayug,suspension
wehog,suspicious
vedoz,suspiciously
firid,sustain
dokik,swab
xixos,swagger
xagum,swallow
dihun,swan
foxeg,swap
vewak,swarm
potal,swat
desud,sway
panit,swear
livuv,sweat
xuruz,sweat (object)
zabox,sweating
xeyed,sweep
zibeg,sweet (nice)
nesun,sweet (taste)
meyus,sweetly
yegos,sweety
hofol,swell
fufub,swerve
tirup,swift
rezik,swim
mehol,swimming
xorok,swimmingly
hisur,swing
lufif,swing (action)
numin,swinger
nifan,swinging
zuxad,swingingly
hibes,swipe
havoz,swirl
munur,swish
zokud,switch
bevuk,switch (action)
tonit,swivel
keges,swoll
feheb,swollen
bukov,swoon
sodud,swoop (fly down)
veyiz,sword
zevum,symbolize
falib,symmetrization
refes,symmetry
fukeg,sympathize
gogud,sympathy
movov,syndrome
xufuv,table
bohom,taboo
vevas,tabulate
hebeb,tackle
gahig,tackle (noun)
gogem,tail
deris,tailor
davuz,tailor (customize for a purpose)
sumem,tailor (noun)
vuzom,talent
girov,talented
hokix,talk
damom,tall
yoxib,taller
huvek,tallest
xayob,tally
guxib,tame
zehiv,tan
sunuf,tan (noun)
zoyin,tangible
sufus,tangle
femid,tantalize
zevor,tap
bugix,tape (stick to)
fesam,taper
vokif,target
kanuv,target (noun)
zegab,task
gofuk,tassel
kizub,taste
xazar,tasteful
goyul,tasteless
fuyuk,tastelessly
roxez,tasty
rakuv,tattle
xamav,tattoo
metap,taunt
nesan,taut
besor,tautly
rofum,tax
fanan,tax (noun)
pamap,tea
mufub,teach
nihun,teacher
buwar,team
livax,tear
pedap,tease
ledes,tech
mamod,technique
vogob,techy
totud,teenage
giriz,teenager
dopet,teeter
fizox,teetering
zesog,tell
lasud,temper
fayak,temperature
pisop,template
kolug,temporarily
turet,temporary
nirab,tempt
fovox,tend
femol,tendency to give rather than take
molis,tender
dagex,tenderly
dabeb,tenet
xasaz,tense (adjective)
bolud,tensely
mogog,tensor
foyig,tent
hahim,tenth
xirak,terminate
xusaz,termination
tebot,terrible
bakog,terrific
koyid,terrifically
bafen,terrified
hezig,terrify
kayes,territory
xixes,terror
faxav,testify
fogaz,text
himaf,text (verb)
nehuf,texture
xugor,thank
lemin,thaw
nuzav,the public
nusen,theorem
vuyis,theoretical
fimib,theorize
figig,theory
vemeg,therapeutic
kolux,therapy
tanot,therefore
gohak,thermal
vivum,thermalization
bunob,thermodynamic
dohif,thesis
mohud,thick
hoban,thickly
ruhid,thief
dukok,thin
latat,think
zokas,thinner
wezod,thirst
yadek,thirstily
zeduk,thirsty
gemeg,thorn
nemod,thorny
sivuz,thorough
fefid,though
buxoz,thought
kigol,thoughtful
rifad,thrash
xivon,thread
xevur,threat
kakib,threaten
romed,threatened
fudom,threatening
nudab,thrill
dibud,thrive
venez,throne
yoxif,throttle
guven,through
yokis,throughout
mimif,throw
habaf,thrust
livix,thumb
bapap,thump
gekub,thunder
luwav,thus
serol,thwart
bohur,tick
zerex,ticket
pibap,tickle
hazaz,tickle (verb)
devok,tidal
savuz,tidally
wekam,tide
kigur,tides
dofen,tidy
kuxof,tidy (action)
lolid,tie
sofam,tie (fight)
sunes,tight
xuzid,tighten
xakas,tilt
yosog,timely
xayol,timid
polut,timidity
vabig,timidly
beyav,tingle
xoyen,tinker
daros,tiny
zeyuv,tip
zogod,tipsy
dided,tiptoe
sehub,tire
kenak,tired
yorid,tiredly
koxim,title
dukug,titration
nuhin,toast
hemas,together
yasax,toil
mogiz,tolerant
mebem,tolerate
vavim,too
gixif,top
hivix,topological
howex,topple
sefes,torment
noxav,torque
remam,torrent
dihad,torsion
mamam,toss
nogax,total
wavos,touch
zebez,toughen
guhoz,toughly
monal,toughness
loxuk,tour
zusug,tow
manol,toward
ravov,tower
zarez,toxic
dofed,toy
fikaz,trace
zabik,trace (noun)
yidag,track
negig,track (noun)
fumif,trade
tipar,trade (object)
rasul,tradition
zodeg,tragedy
nexax,tragic
xukur,trail
xuseg,trail (noun)
vizad,train
pitan,train (mobile)
kezeb,train station
fimos,traitor
halal,trajectory (potential path)
xebiz,trample
rukiv,trance
vawal,tranquility
hiris,transcendent
tufit,transcendental
hotot,transcribe
guyid,transduction
higav,transfer
lafib,transfer (noun)
homan,transform
givor,transformation
miyim,transgression
zuwem,transistor
ginov,transitive
liyon,translate
rador,translucent
zuyen,translucently
zohok,transmit
siwan,transparent
nafol,transparently
nidul,transport
nodem,transportation
fakiz,transpose
gulag,trap
hiras,trap (object)
nifem,trash
yakor,trash (noun)
nukav,trauma
fadid,travel
rozak,travel (noun)
heziv,tread
suhad,treasure
rosem,treat
suned,treat (action)
sugak,treat (food)
voxad,treatment
riyar,tremble
dubar,tremendous
yogib,trend
fogev,trendy
ruxaz,triangulation
hafib,tribal
vedez,tribalism
bayik,tribe
gezon,tribute
hohur,tribute (noun)
kaxid,trick
kadiv,trick (action)
sotat,trickily
wasuz,trickish
laguv,trickishly
tidet,trickle
nugev,tricky
lixek,trill
botap,trim
mosal,trim (action)
gabux,trim (feature)
bozoz,trim (noun)
kixas,trip
resus,trip (noun)
nolab,trivial
ruzoz,triviality
vedag,trot
ruhas,trouble
dafef,troubled
vigul,troublesomeness
zeneg,truce
zexif,trudge
vosig,trust
huzov,trust (noun)
fihos,trustfully
tapol,trusty
dudib,tube
xikeb,tuck
hizox,tug
fened,tug (action)
lezoz,tug (object)
honim,tumble
podup,tumultuous
guzeb,tune
xurex,tune (noun)
surub,tunnel
rugov,turn
bezoz,turn (noun)
saman,turquoise
xufek,tutor
fomur,tutor (noun)
rofon,tweak
losor,tweeze
zexim,twiddle
torut,twig
homun,twine
mabam,twinkle
huzeg,twirl
fugag,twist
muzog,twist (noun)
giyan,twisted
zehez,twistor
mexov,twitch
yunoz,twitter
gafav,type
pesup,typical
nasub,tyrant
yaxan,tyrrany
sikug,ubiquitous
moyuv,uglily
mivok,ugly
fuyuz,uglyness
sonof,uncouth
bozek,under
leros,underneath
narif,understand
zenex,understandable
wadox,understandably
nolal,understanding
hegev,undistractedly
rebes,unearthliness
rebib,unequivocally
zuveb,uniform
bemef,uniformly
keseg,unique
huhos,unique (adjective)
foxaz,unit
tinup,universe
kemuv,unsuspiciously
beguz,up
sosom,update
vevud,upgrade
zovod,upgrade (noun)
repup,uphill
bumam,upon
bekoz,uproar
mimuf,upset
keraz,upset (adjective)
wabix,upset (noun)
lafuf,urge
besub,use
xexin,used
yeduk,useless
habes,usurp
fifab,utilization
nabur,utilize (put to use)
budef,utmost
yavus,utmost (noun)
popur,utter
nafeb,utterance
mesed,utterly
balor,vacant
fozez,vacantly
tepon,vacate
tobot,vague
wazas,vain
fozux,valence
hulum,valid
dafus,validate
fexaz,valley
wesix,valuably
sexok,vanish
resan,vanishingly
metet,vapor
barad,variable
xikur,variation
mifen,various
pebep,variously
vaxos,vary
xerok,varying
fizak,vascular
kigus,vast
buxax,vault (locked box)
zabev,vector
hihal,veer
mufif,veer (move around obstacle)
bomar,vehicle
perap,veil
dosur,veil (action)
vevin,velocity
niwas,vengeance
mumul,vent
vobuz,ventilate
zegon,venture
duhin,venturesomeness
livux,verbalize
goroz,verge
vugal,verify
kibaz,vertical
kiyes,very
rebuf,via
fezug,viable
behan,vibrate
loros,vibrational
wanak,vicious
sarum,victim
fixux,victorious
bodaf,video
xulok,view
gukis,view (noun)
wamig,violence
kurig,violent
hurud,violently
savuk,virgin (new to something)
wekif,virginity
sobul,virtual
xofeg,virtue
lixuv,virus
dubas,viscosity
nipat,visible
busom,vision
mamed,visit
suyor,visit (noun)
fames,visitor
disal,visual
mivoz,vital
hehad,vitriol
dezox,vivid
sedar,vividly
bafor,vocal
homis,vocalize
sefos,vocally
lalam,voice
yagol,void
hadof,voltage
bered,volume
saguk,volunteer
rasuf,vomit
fevev,voracious
xozib,vote
dolum,vote (noun)
sulus,vouch
fuxux,vow
kowab,vow (noun)
himib,vowel
bosal,voyage
burus,vulnerable
bisud,vulva
pahot,waddle
gevas,wade
pupod,waft
xegud,wag
buxig,wage (war)
vedek,wager
sodar,wail
fodab,wake
gebuz,wakeful
vasog,walk
zoduz,wall
yuvom,wallow
potib,wander
zafuk,wane (go down)
zaxid,want
bedab,want (object)
nebed,war
risib,ward (skwward)
huvax,warm
bebad,warmly
migix,warmth
xunak,warn
somuf,warp
nozak,warrant
yuvin,wash
nofib,waste
ziyuk,waste (noun)
dabur,wasteful
hagax,watch
sahid,watch over
senar,watchful
gafax,watchfully
dedis,water
xufag,watery
niyin,wave
dusos,waveparticle
lugok,waver
zudag,wax
kadoz,way
loson,weak
mudin,wealth
kovaf,wealthy
sayor,weapon
goken,wear
yohiv,wearily
ramus,weary
buzex,weather
vogud,weave
zazen,web
zoyof,web (internet)
gumax,wed
yufik,wedding
dinon,wedge
fufaf,week
fibub,weekly
boyix,weep
taton,weigh
wevad,weight
kowal,weighty
yekad,weird
gisaz,welcome
fimal,welcome (action)
gawab,welfare
sudab,well
lenes,well-being
yoves,west
xoxeb,wet
kodex,whack
yedov,wheel
domub,wheeze
karuv,wheezily
hugug,wheezy
mexog,whereby
zoboz,whether
movik,which
tolot,whimper
mahul,whine
kevub,whip
yolix,whip (noun)
yiheg,whirl
sohod,whisk
sufun,whisper
sesem,whisper (noun)
medab,whistle
zidag,whistle (noun)
sefum,whittle
bufaf,whole
foxov,wholesome
dizav,whopping
siyek,wicked
wehuz,wide
tosop,widely
bomun,wider
mafuf,widest
sodus,wield
hihub,wiggle
nifef,wild
suvex,wilderness
goniv,wildly
ranif,will
suyav,willfully
mirun,willing
yovum,wilt
lovuk,win
siyag,win (object)
hibam,wince
hehin,window
farid,windy
gexob,wink
hanan,winner
mugax,wipe
yuhik,wire
xomuz,wire (action)
fefar,wiry
zunok,wisdom
dokev,wise
vabux,wish
deyul,wishfully
yivur,wit
sivak,with attachment
xufiv,with depth and in detail
nobos,withdraw
yafeg,withdrawal
suyiv,wither
lanem,without attachment
rusen,withstand
debaf,witness
nuhan,wobble
zevif,womb
fodif,wonder
xasox,wonder (object)
ginex,wonderful
dusim,wonderingly
dumar,woo
bimam,wood
guvib,wooingly
homef,woozy
fevox,word
kayam,work
koves,work (object)
menuf,workable
sovek,world
lisem,worried
tenop,worriedly
ramis,worry (action)
lidus,worrying
geked,worryingly
ladom,worse
veyab,worship
megex,worst
vizud,worth
gadev,worthy
lidom,wound
warif,wrap
doyov,wrath
behus,wreck
rivex,wrench
fumam,wrestle
hixiv,wretched
vuhig,wring
rikal,wrinkle
duron,wrong
waxim,wrongly
yakal,wry
sebos,wryly
sefuf,yank
bapup,year
safur,yearly
wagab,yearn
lehem,yell
zuyam,yellow
bisol,yelp
gimoz,yesterday
vawam,yet
bitit,yield
misof,young
bimuf,youth
sekex,youthful
yokin,yummy
vaduk,zeal
timut,zip
doxux,zipper
nofam,zone
bakox,zoom
